,meta_begin,meta_end,meta_id,utterance,file,video,T,A,V,TA,VA,TV,TAF,TAV
11,86.04,92.71,4013,It's not- it's not- It's not like that.  It's not like that.  I can't do that.,Ses04M_impro02_M010,videos_indirect/indirect_11_Ses04M_impro02_left.mp4,-1.0692481075861042,-0.2837085399110314,-0.5384449629391964,-0.4123499385605827,-0.7133564398067695,-0.4599703139402833,-0.6312015483853688,-0.2820569019062411
12,86.92,91.46,1023,Yeah.  Make her like open the bank account and stuff too.,Ses01M_impro03_M014,videos_indirect/indirect_12_Ses01M_impro03_left.mp4,-0.0576062363995763,0.4371123879886974,0.2881998274239816,0.2531350635313672,0.1188510839140873,-0.0508302716419364,0.4911234144300991,0.6922817896187214
13,21.7,25.56,1046,I've been college educated.,Ses01M_impro05_F005,videos_indirect/indirect_13_Ses01M_impro05_right.mp4,0.255806682003108,-0.1402356129696822,0.2162722333841502,0.0561097346850698,0.1089436061528571,0.1614807970089229,0.1908555965391118,0.0096876162967717
14,104.47,108.28,1034,"No.  But it has an outline, you know.",Ses01F_impro04_M017,videos_indirect/indirect_14_Ses01F_impro04_right.mp4,-0.0206406271609784,0.1382495635072772,-0.2288300917471541,0.2118199711660309,-0.1527823163216273,-0.1906771279983923,0.1460762864131896,-0.1919509762578169
15,279.04,281.41,4027,[laughter],Ses04F_impro03_F052,videos_indirect/indirect_15_Ses04F_impro03_left.mp4,1.4831939246325798,1.3974633063989397,1.6033540231938064,1.063877476056282,1.63702787068517,1.3214369210258934,0.9771560184268748,1.4284136893690176
16,160.01,170.68,4047,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,Ses04F_impro05_F015,videos_indirect/indirect_16_Ses04F_impro05_left.mp4,-1.4944192200481377,-0.818825240043199,-1.485508865199543,-1.3351955076810509,-1.2822166367931371,-1.192597473551339,-1.4441990206812954,-1.2343116910554492
17,232.6138,239.78,5047,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,Ses05F_impro05_F026,videos_indirect/indirect_17_Ses05F_impro05_left.mp4,-0.7271238417550925,-0.5543898810607358,-0.9340662382336034,-1.1004044821569003,-1.1200485646322147,-1.1599136255936306,-0.8225028784745454,-1.1686747460159128
18,123.47,135.1925,3093,I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,Ses03M_impro05b_M017,videos_indirect/indirect_18_Ses03M_impro05b_left.mp4,-0.9154079501873976,-0.2073275569047974,-0.2232795724403228,-0.7238838572845345,-0.8613323436017974,-0.8466857848550517,-0.6866490475505723,-0.9479419915524088
19,56.8791,64.6421,2003,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,Ses02M_impro01_M009,videos_indirect/indirect_19_Ses02M_impro01_left.mp4,-1.3202099826590916,-0.7249325033942563,0.4339292775063287,-1.3502999269182885,-0.2619188245834403,-0.9243347736587972,-0.9456617700930262,-1.049338507717433
20,117.35,121.3,1056,"Totally, yeah.",Ses01M_impro06_F013,videos_indirect/indirect_20_Ses01M_impro06_right.mp4,0.4784242014667874,-0.163948936927743,-0.5445224360344857,-0.1016906579815686,-0.1877061705231106,-0.2984727833823308,0.0385906481523964,-0.290500796828345
21,234.1991,239.0485,3054,I'm sure he loved you too. He just didn't know it.,Ses03F_impro06_M016,videos_indirect/indirect_21_Ses03F_impro06_right.mp4,-0.1550623564366823,-0.0369862036085885,-0.27840438160261,-0.3561760594775982,-0.3165857058957513,-0.4393994715537856,-0.2071825381412765,-0.4913442778507461
22,77.85,81.6,5027,"so beautiful, full moon.",Ses05F_impro03_F018,videos_indirect/indirect_22_Ses05F_impro03_left.mp4,1.2342008267501838,0.4868786539784812,1.2719540166054617,0.8753662816579402,1.317848940576706,1.5528934964811212,0.8886145085455137,1.2630395133054455
23,183.07,185.83,2026,"Oh, that's awesome.",Ses02M_impro03_F027,videos_indirect/indirect_23_Ses02M_impro03_right.mp4,1.0431432482109635,-0.2120766989101162,1.63176047864699,0.7204732301287295,1.6236409698602787,1.2169555587850591,0.9285661156452956,0.9582666904585524
24,2.6431,6.053,2023,"Oh, you're never going to believe it.",Ses02M_impro03_M000,videos_indirect/indirect_24_Ses02M_impro03_left.mp4,0.92029469494882,0.1861807201416649,1.442798530912479,0.579627276269258,1.0749970551999397,1.2739239877457142,0.9450212712533992,1.3312212982401874
25,123.81,125.85,4064,That's awesome.,Ses04F_impro07_M028,videos_indirect/indirect_25_Ses04F_impro07_right.mp4,1.294933634832674,0.3575486717869967,0.7022425918975415,0.6832969316287174,0.2401439387637569,0.7891492018500166,1.518351460362488,1.0204069603160866
26,76.72,81.56,5076,"It goes- It goes, like, through doorways.  But it goes a long distance.",Ses05M_impro08_F009,videos_indirect/indirect_26_Ses05M_impro08_right.mp4,0.1520218229199957,-0.0963174347627429,-0.6619061140085126,0.1314010777296291,-0.2645954777107183,-0.2545837492896352,0.159089484335374,-0.1342281077111924
27,96.095,106.5767,3026,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",Ses03M_impro03_F016,videos_indirect/indirect_27_Ses03M_impro03_right.mp4,-1.0568451181775955,0.7870374277051799,0.3934675812324641,-0.2167731521915053,-0.1047470502492133,0.1091206936837965,-0.0553853331004394,0.1167992117273756
28,137.19,142.41,5014,"Your Your mom, you want me to move in with your mom?",Ses05F_impro02_M019,videos_indirect/indirect_28_Ses05F_impro02_right.mp4,0.0536889258672985,-1.0342520124936634,-0.5539558025142692,-0.068499987348712,-1.1257438440150709,-0.9655297815252653,-1.1620011905316583,-1.2536589088724854
29,124.73,135.79,4076,And I did everything they said.  And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even,Ses04M_impro08_F015,videos_indirect/indirect_29_Ses04M_impro08_right.mp4,-1.220611360267152,-1.4107719036466286,-0.938065061105616,-1.0953914507138207,-1.1717372152090393,-0.8090503395050053,-1.3875940832407163,-1.1693350634925233
30,182.7845,185.5723,2076,"Yes, absolutely.",Ses02M_impro08_F022,videos_indirect/indirect_30_Ses02M_impro08_right.mp4,0.4773680704960351,0.3194359901595214,0.6685525500047034,0.338228115330629,0.3876727183559318,0.718168183587176,0.3857112252929389,0.9619702497575432
31,90.31,92.57,5077,Okay.,Ses05F_impro08_F012,videos_indirect/indirect_31_Ses05F_impro08_left.mp4,0.0886229339314777,0.0700519792087419,-0.0793767219840417,-0.009849543055139,-0.0251381436957758,-0.1790168288159537,0.1249143056350015,-0.1262681597829607
32,177.1025,179.59,1047,What's your name?,Ses01F_impro05_F026,videos_indirect/indirect_32_Ses01F_impro05_left.mp4,0.4981423156242384,0.3178295221021464,0.949724245841152,-0.1941672741163135,0.5745276865876314,0.3108595026038535,0.0620797180959655,0.2622467824955008
33,74.88,79.78,5043,"How can you lose my luggage like from like, in --",Ses05M_impro05_M013,videos_indirect/indirect_33_Ses05M_impro05_left.mp4,-1.052249826863242,-0.2881118509321053,1.0047693525621408,-0.6450828481354856,-0.4868965956644286,-0.5141298516458392,-0.8470738156642486,-0.8539107123330525
34,20.512,22.892,4046,I thought you lost your luggage.,Ses04M_impro05_F005,videos_indirect/indirect_34_Ses04M_impro05_right.mp4,-0.3313361089186842,-0.0773715093200793,-0.2284719486528093,-0.0407362677978057,-0.0577567583066258,-0.323856595956775,-0.1203542574662014,-0.2944121966477483
35,275.84,283.0,5037,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",Ses05F_impro04_F025,videos_indirect/indirect_35_Ses05F_impro04_left.mp4,-1.03489919934939,-1.2026721125409467,-1.2094453822384406,-0.7704124521868831,-1.2132677699390588,-1.3787078894953693,-1.0496379850263489,-1.3274812756905938
36,77.37,81.48,5003,Do you know how long it's gonna take me to start all over and fill out the new form?,Ses05M_impro01_M011,videos_indirect/indirect_36_Ses05M_impro01_left.mp4,-0.9668435543836073,-0.2231170551497283,-0.2555260812571039,-0.9671010839970152,-0.8515516053129799,-0.9348966389586206,-0.9156877397026216,-1.1115535621345145
37,74.53,76.98,1044,"No, no.",Ses01F_impro05_M014,videos_indirect/indirect_37_Ses01F_impro05_right.mp4,-0.2467583283700267,0.0012305219626155,0.1515483043084735,0.1967826664287827,-0.0384102329271298,-0.1263489187357167,-0.2152503986896534,-0.0666159896604966
38,13.785,25.5825,3026,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,Ses03M_impro03_F002,videos_indirect/indirect_38_Ses03M_impro03_right.mp4,0.2521793903153607,0.9188622447039322,1.8279740219956668,-0.3402855232265931,1.6453044316276288,1.4323723777845454,1.7160288835428352,1.4173156117775352
39,154.04,158.64,4007,I don't need to be.  I need to go and do other things with my time.  Okay.,Ses04F_impro01_F021,videos_indirect/indirect_39_Ses04F_impro01_left.mp4,-0.5989008514592715,-1.1988228512679684,0.4001228277406223,-1.31436366904572,-0.949234241646868,-1.2169678422724628,-1.4795786983899155,-1.215609518082771
40,50.98,57.3564,4056,"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",Ses04M_impro06_F004,videos_indirect/indirect_40_Ses04M_impro06_right.mp4,0.115555329745827,-0.4502088107668335,-0.2640620125988328,-0.4122733108143415,-0.4902101810877212,-0.1208979913904231,-0.3814109388041036,-0.412348757109681
41,53.2075,56.74,1046,Four...Four hours ago.,Ses01M_impro05_F013,videos_indirect/indirect_41_Ses01M_impro05_right.mp4,-0.0804783789604983,0.3418140145251251,-0.2905605474731868,0.0673285428772076,-0.2804432691931943,-0.147196189885455,0.0451609511009218,-0.349582437600016
42,30.96,33.095,3017,oh.,Ses03F_impro02_F005,videos_indirect/indirect_42_Ses03F_impro02_left.mp4,-0.1492255780199831,-0.2702138201444121,1.252230169619584,-0.2163724789924778,0.8879003249243689,0.8915809483023257,-0.2751684656078497,0.4787185254120599
43,179.04,183.15,2047,But fifty dollars isn't going to get me anything.,Ses02F_impro05_F014,videos_indirect/indirect_43_Ses02F_impro05_left.mp4,-0.5602151508955096,-0.6104842409628422,-0.6993967061418112,-0.9234251081249436,-1.01374669253632,-1.0111928433129982,-1.1441093270881433,-1.212246619423664
44,183.97,187.8903,4057,Thank you for being here.,Ses04F_impro06_F007,videos_indirect/indirect_44_Ses04F_impro06_left.mp4,1.0751799676508085,-0.0304258926109285,-0.8472834631832847,-0.0643789355358111,-0.820548578896544,-1.0192547352313266,-0.5810571504527138,-0.954137532844666
45,385.89,388.77,5044,You have a wonderful day.,Ses05F_impro05_M053,videos_indirect/indirect_45_Ses05F_impro05_right.mp4,1.0431781878009585,0.3642917972542617,0.9994855629285532,0.5767519550434028,1.1299377034259936,1.0606508391835123,0.8477524811254148,0.7798744847861825
46,136.19,143.74,5003,"Well, then you're just gonna look stupid because I'm just waiting for an I.D. and you're gonna make security take me out because I want my I.D.",Ses05M_impro01_M019,videos_indirect/indirect_46_Ses05M_impro01_left.mp4,-1.3940672120508408,-1.0448866354511095,-0.5711149203255852,-1.3138417669184903,-0.9382814904036636,-0.9469067209347328,-0.883092196266472,-1.368834678416314
47,32.63,39.36,5063,"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",Ses05M_impro07_M010,videos_indirect/indirect_47_Ses05M_impro07_left.mp4,0.5450061790343315,0.929274991503212,1.4507249849502626,0.7776165171931064,1.4152083892475915,1.3423098046247517,0.926081858026782,1.3848890741045612
48,189.6909,192.6616,3067,"[LAUGHTER]. Oh, Joe, I'm so happy.",Ses03F_impro07_F035,videos_indirect/indirect_48_Ses03F_impro07_left.mp4,1.5376751099436343,0.6840099951271515,1.5508633078552725,1.2084407551807708,1.2476127343584311,1.4470134442321898,1.6327158172961842,1.623616232512037
49,118.01,120.27,5076,"Yeah, I see that.",Ses05M_impro08_F014,videos_indirect/indirect_49_Ses05M_impro08_right.mp4,0.4684317359181613,0.1040901406805919,0.3357328493773342,0.048379897087097,0.2113209708738226,0.0817911649704893,0.1469491519689641,0.3106253501251877
50,105.64,108.83,5026,so cute.,Ses05M_impro03_F008,videos_indirect/indirect_50_Ses05M_impro03_right.mp4,1.2133155555985762,-0.9100264487186382,1.519201904903883,1.334848325515682,1.33432071346142,1.2901705507620926,1.7990792211599174,1.6135895794771689
51,27.895,31.7117,1004,This form is a Z.X.four.,Ses01F_impro01_M004,videos_indirect/indirect_51_Ses01F_impro01_right.mp4,0.0978864653779179,-0.6738710844710961,-0.521506833600511,-0.7488958727139228,-1.2914431630842436,-1.2438179059320538,-0.9256576118304312,-0.929598131193579
52,43.0407,46.8725,3064,You got in? Wow.,Ses03F_impro07_M010,videos_indirect/indirect_52_Ses03F_impro07_right.mp4,0.3687903119578423,1.5600048860481603,1.5768346404567888,1.1623186638361045,1.5773258310429128,1.3489193321374735,1.884005555743994,1.4105675582075492
53,232.52,235.63,1056,Yeah.,Ses01M_impro06_F027,videos_indirect/indirect_53_Ses01M_impro06_right.mp4,0.1076437304504848,-0.4284614143761075,-0.0397239966866286,-0.4316364712528687,-0.2805646288334961,-0.0698516841166577,-0.2326853641878003,-0.1767574414581222
54,158.45,161.85,1034,"To save the environment, carpool.",Ses01F_impro04_M026,videos_indirect/indirect_54_Ses01F_impro04_right.mp4,0.5289536850624301,0.5592698158976068,0.0762597911959516,0.5291069739189908,-0.1104015640693478,0.2572635129776016,0.450286260838694,0.2654172962885241
55,101.33,106.57,5026,"Oh, my God.  That's so dramatic.",Ses05M_impro03_F007,videos_indirect/indirect_55_Ses05M_impro03_right.mp4,-0.5472168326222545,-0.1315375785175134,1.7208482756060683,1.4386073930583347,1.656613562155649,1.5625664781393396,0.7295330308394561,1.5616013533697268
56,78.92,84.01,3083,What am I going to do tomorrow without the urn?,Ses03M_impro05a_M015,videos_indirect/indirect_56_Ses03M_impro05a_left.mp4,-0.654358231241977,-1.45382394901019,-1.3061726548195929,-1.3639890011680724,-1.3183533607114435,-1.370087708776666,-0.993703088594333,-1.2146049945002098
57,40.35,46.1,4064,I know but you should get like a taser or something.  I mean walking around the campus at night-,Ses04F_impro07_M009,videos_indirect/indirect_57_Ses04F_impro07_right.mp4,-0.4539897854154309,0.3965976699872301,0.8621901917254013,0.157185155277504,0.6423738749905322,0.5743311019785095,0.5186197670160798,0.6054425355506571
58,174.77,178.93,1037,Who do you think you are?,Ses01F_impro04_F029,videos_indirect/indirect_58_Ses01F_impro04_left.mp4,-0.5603015281105033,0.3123296767196732,-0.3860849182027385,-0.9685800743627416,-0.946016836091038,-0.4770542875395902,-0.8634983399061672,-1.0389693542780092
59,142.265,146.53,3033,And plus my car is breaking down-,Ses03M_impro04_M017,videos_indirect/indirect_59_Ses03M_impro04_left.mp4,-0.996688293917303,-0.2827049203101877,-0.0288322658918949,-0.455224897262908,-0.2437999953920154,-0.4557999823789425,-0.3677817128271724,-0.6663838750983186
60,78.2,86.48,4003,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,Ses04M_impro01_M010,videos_indirect/indirect_60_Ses04M_impro01_left.mp4,-1.0099186197451735,-0.1235738160117638,0.0235926793209218,-0.9496097445194002,-0.7873763549416932,-0.843203676049413,-0.9437789798436008,-0.2807670123984409
61,179.8892,182.8015,2067,That's going to be a lot of work.,Ses02F_impro07_F032,videos_indirect/indirect_61_Ses02F_impro07_left.mp4,-0.4900620329054137,-0.4507033889402574,0.7779876410446707,-0.0171083223258471,0.6816695013597233,0.6962519967771479,0.6133814873191252,0.5248261730690411
62,87.7236,91.6829,3054,yeah.,Ses03F_impro06_M003,videos_indirect/indirect_62_Ses03F_impro06_right.mp4,0.1785433225277291,-0.3508410321910538,-1.5935752199120827,-0.1302508984501575,-0.6063607447120782,-0.6546765838171754,-0.2626791529357876,-0.4852803648094647
63,165.08,172.79,5057,something happens and they die and it's like-,Ses05F_impro06_F022,videos_indirect/indirect_63_Ses05F_impro06_left.mp4,-0.3732266432038285,-0.2780599981167294,-0.7236202346534808,-0.9318735406073568,-0.5191458798218439,-1.03779525181133,-0.8647319833484579,-1.0863569354450515
64,145.27,149.29,5003,I filled out the wrong form because they made me fill out the wrong form!,Ses05M_impro01_M021,videos_indirect/indirect_64_Ses05M_impro01_left.mp4,-0.9975407055014032,-0.4340085206677966,0.1355729040179464,-1.1629138815823348,-0.8946867257205048,-0.7481001539115227,-1.4423712928703107,-1.0752321402321203
65,162.28,168.2,4066,Wow. I- I was looking at U.C.L.A.,Ses04M_impro07_F021,videos_indirect/indirect_65_Ses04M_impro07_right.mp4,0.7243718607008807,0.0011055071345422,1.389332561165253,0.8113426453671637,0.9756329934214236,1.2121762928402764,1.0309108752368612,0.9289880628107472
66,163.23,166.36,1053,Yeah.,Ses01M_impro06_M021,videos_indirect/indirect_66_Ses01M_impro06_left.mp4,0.183432439502082,0.2390063655893427,-0.4637886037186869,0.1267273329626848,-0.4618966507266521,-0.269108686299171,-0.473013749731742,-0.2557830458626009
67,34.82,38.6932,2043,"For some reason, so you think it won't show up?",Ses02M_impro05_M004,videos_indirect/indirect_67_Ses02M_impro05_left.mp4,-0.4690590566900117,-0.1314642135700249,0.7434213101563824,-0.5688021963024915,0.3801266733274644,0.216768900199007,-0.4219159595673579,-0.0806940487179578
68,31.26,35.86,1053,[BREATHING] Umm.,Ses01M_impro06_M003,videos_indirect/indirect_68_Ses01M_impro06_left.mp4,0.0383983217802675,-0.0505881062497961,-0.6023002554979604,-0.0553698668364179,-0.161032368680133,-0.7100396700544996,-0.3862152810846097,-0.6659049518042771
69,73.87,76.43,5076,yeah.,Ses05M_impro08_F008,videos_indirect/indirect_69_Ses05M_impro08_right.mp4,0.527044457229427,-0.1505082623521124,-0.4132122392636762,-0.0497955346798996,-0.2917797665918885,-0.5720992600676583,0.1299077323319015,-0.1356951740832258
70,52.995,55.495,1016,[BREATHING],Ses01M_impro02_F006,videos_indirect/indirect_70_Ses01M_impro02_right.mp4,-0.2283050568199892,0.1650399097288699,-0.3920284941513736,-0.0388723211816867,-0.5786725309002707,-0.650310762297643,-0.748260035771811,-0.827523952151968
71,44.19,49.71,3116,Well my phone isn't working and it hasn't been working for the last five days.,Ses03M_impro08b_F004,videos_indirect/indirect_71_Ses03M_impro08b_right.mp4,-0.6727146638375293,-0.6132505258342147,-0.4952837276292784,-0.9793782990613972,-1.121259305997755,-0.8144192777946551,-1.4662712992171385,-1.2518756361775834
72,148.0507,156.8682,2017,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",Ses02F_impro02_F010,videos_indirect/indirect_72_Ses02F_impro02_left.mp4,-0.8336333560283723,-0.8701088905941025,-0.2976958230293889,-1.2071320476358451,-0.9571821269607138,-1.0668657339183554,-1.3472325249406305,-1.121249405414438
73,148.2694,150.6409,2064,Oh man.,Ses02F_impro07_M023,videos_indirect/indirect_73_Ses02F_impro07_right.mp4,-0.2115564785414496,-0.2206287907670626,1.220532421592789,-0.3068084563985543,1.0973456631541607,1.0717725319433984,-0.2611154903772006,0.9358794496663676
74,96.0029,98.46,1053,What?,Ses01M_impro06_M012,videos_indirect/indirect_74_Ses01M_impro06_left.mp4,0.0284374707217313,-0.1893671878706301,0.0668300218876074,-0.0505258302180889,-0.3111075649155874,0.1147806052687855,-0.0061396267431102,-0.3707818467391862
75,27.89,33.61,5013,"You think they'd listen to me?  No.  Of course, I told them that.",Ses05M_impro02_M003,videos_indirect/indirect_75_Ses05M_impro02_left.mp4,-0.6057144471797498,-0.5087454964036284,-0.4037737093692913,-0.6663761698386864,-0.6797002271769238,-0.599279790032801,-0.8856751833311398,-0.5873072220769319
76,16.775,20.05,2067,I got into U.S.C.,Ses02F_impro07_F001,videos_indirect/indirect_76_Ses02F_impro07_left.mp4,1.3343155001395066,0.4797765219137702,1.68031094648136,1.637368474638035,1.5013844814860309,1.730099221902037,1.7729267219133904,1.7469633947783874
77,41.2208,50.3355,2077,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",Ses02F_impro08_F005,videos_indirect/indirect_77_Ses02F_impro08_left.mp4,0.7739341803802292,0.1153879353302473,0.5449052152329468,0.1488856062641516,0.9271947254052948,0.3713222576286794,0.3121253546205567,0.5100079752770683
78,15.16,21.05,4004,"Uh, lets- What do you need exactly?",Ses04F_impro01_M000,videos_indirect/indirect_78_Ses04F_impro01_right.mp4,0.1679204675409765,-0.1499909213697458,-0.5053265231131271,0.0081144074211929,-0.3053814405149911,-0.1131227572699397,-0.3126508244907678,-0.3394007804243907
79,207.0653,211.5588,2024,"Oh, I approve. I-[LAUGHTER]-I more than approve.",Ses02F_impro03_M022,videos_indirect/indirect_79_Ses02F_impro03_right.mp4,1.5161040429286483,1.4134660805969763,1.3225846119467684,1.1669653825569428,1.322432825025846,1.241393263352627,1.3454147019493683,1.3118486863957792
80,214.22,219.555,3017,"and if we survive, if we survive that then babe, you know you know we could survive any--",Ses03F_impro02_F031,videos_indirect/indirect_80_Ses03F_impro02_left.mp4,0.5187013810135784,-0.513948492205681,0.0171031307669451,-0.3882176544075496,-0.2899499270900131,-0.1853875767510656,-0.1097551006776521,0.0752266804580614
81,81.3154,84.9101,3064,"Yeah, we're going to celebrate.",Ses03F_impro07_M015,videos_indirect/indirect_81_Ses03F_impro07_right.mp4,1.2458938800198187,1.3187387294834116,1.1797163844679508,1.6781858246052264,1.5452854824552973,1.2107643590173032,1.6437548750595854,1.7673039107389783
82,20.1584,23.79,2024,"Oh, no way.",Ses02F_impro03_M003,videos_indirect/indirect_82_Ses02F_impro03_right.mp4,0.3161040375425696,1.213913383389008,1.455084184328684,1.2025348474006794,1.4871676632367574,1.5983117601769417,1.2288506620175994,1.3646730320549267
83,115.22,120.65,2047,Haven't you ever lost baggage?  I mean isn't there anything else you do?,Ses02F_impro05_F009,videos_indirect/indirect_83_Ses02F_impro05_left.mp4,-0.8215357517088713,-1.0429027097685113,-0.9019652766558084,-0.9401151523847248,-1.260074238646884,-0.898632457212073,-1.218634517684793,-1.129576469991513
84,63.155,71.95,3023,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",Ses03M_impro03_M010,videos_indirect/indirect_84_Ses03M_impro03_left.mp4,1.2995802684043711,0.9175052602052364,1.698117292548823,1.7562974951791572,1.8433272033253143,1.5537472825942855,1.5347712081951983,1.4473396990952856
85,66.777,70.62,1056,You've been taking care of it all?,Ses01M_impro06_F004,videos_indirect/indirect_85_Ses01M_impro06_right.mp4,0.2332120116460682,-0.1970992262896181,0.0518516221499756,-0.2632507724167753,-0.3594470930956766,-0.1708822073445481,-0.0551788594087364,-0.1059361877487513
86,36.0449,40.3074,3064,"Oh, wow. You got in?",Ses03F_impro07_M007,videos_indirect/indirect_86_Ses03F_impro07_right.mp4,0.7634643468065341,-0.59293483090547,1.5312399442469211,1.2944446652936676,1.527400702340183,1.6989838161260704,1.6406076269597207,1.892687798074117
87,73.37,76.0375,1047,Is this a joke?,Ses01F_impro05_F011,videos_indirect/indirect_87_Ses01F_impro05_left.mp4,-0.6989472411504264,-0.1380861237231298,1.4381456536265529,-0.3184787851759196,0.6632404223478673,0.1019277425058731,-0.4028481094409639,-0.0701786184909196
88,24.125,28.9002,3006,"Sir, you completely filled this out wrong.",Ses03M_impro01_F002,videos_indirect/indirect_88_Ses03M_impro01_right.mp4,-0.4729269174553976,0.4890382097966974,-0.4110258417713562,-0.5048840682701581,-0.2567862928354085,-0.6828376210981648,-1.254591012892325,-0.9417948632586102
89,143.78,146.36,3077,is what's going to happen.,Ses03F_impro08_F025,videos_indirect/indirect_89_Ses03F_impro08_left.mp4,0.0250848407646014,0.0313626872383538,-0.1219834187545975,-0.1132787152861271,-0.3228629315171952,-0.3162854297724177,-0.1350500627288532,-0.2671807070406321
