,meta_begin,meta_end,meta_id,utterance,file,video,T,A,V,TA,VA,TV,TAF,TAV
10,30.92,34.87,5043,"Yeah, I know I was in the country.  I mean, it's not that complicated.",Ses05M_impro05_M005,videos_indirect/indirect_10_Ses05M_impro05_left.mp4,0.2135769903667329,-0.3534433998334904,-0.2467359922489684,-0.5615129966045328,-0.0005777220904292,-0.4698014729789497,-0.4202612191525549,-0.1412410668343574
11,86.04,92.71,4013,It's not- it's not- It's not like that.  It's not like that.  I can't do that.,Ses04M_impro02_M010,videos_indirect/indirect_11_Ses04M_impro02_left.mp4,0.6230715302211648,-0.3949966897995777,-1.2381556823414184,-0.4242948608705531,-0.4826073874216279,-0.2118454205738796,0.0628666518465559,-0.270688329484841
12,86.92,91.46,1023,Yeah.  Make her like open the bank account and stuff too.,Ses01M_impro03_M014,videos_indirect/indirect_12_Ses01M_impro03_left.mp4,-0.6577573327721182,-0.0652455549446995,-0.3192439540352995,-0.3671111954364133,-0.333650851807472,-0.3936446004817904,-0.1962917884421952,0.1430570219913437
13,21.7,25.56,1046,I've been college educated.,Ses01M_impro05_F005,videos_indirect/indirect_13_Ses01M_impro05_right.mp4,-0.5255913634392705,-1.1181888025680498,-1.206854297187613,-0.847654241107518,-0.7919135030835031,-0.7118737828221189,-0.371887692968784,-0.5241802884080056
14,104.47,108.28,1034,"No.  But it has an outline, you know.",Ses01F_impro04_M017,videos_indirect/indirect_14_Ses01F_impro04_right.mp4,-0.5265733376385482,-0.7811460491584887,-0.6161208460867099,-0.6720937249634301,-0.3520644259522228,-0.3441362224562572,-0.1937709132769772,-0.6855359769614884
15,279.04,281.41,4027,[laughter],Ses04F_impro03_F052,videos_indirect/indirect_15_Ses04F_impro03_left.mp4,0.783303218996416,0.1595282230908973,0.7561762306487253,0.511982573416871,0.5938499004818151,1.0841074283553611,0.9680174147793305,0.8236648581297373
16,160.01,170.68,4047,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,Ses04F_impro05_F015,videos_indirect/indirect_16_Ses04F_impro05_left.mp4,1.6287137816837405,1.4367174411199042,1.3321681556948382,1.5031341330297492,1.3561145046743643,1.4209793422980244,1.4953234653846488,1.523875151927716
17,232.6138,239.78,5047,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,Ses05F_impro05_F026,videos_indirect/indirect_17_Ses05F_impro05_left.mp4,0.6246461747568787,0.7673438127091327,0.7269500823796151,1.3971430492484629,1.0828720605570403,0.6438081294606101,1.0789302754021697,0.8884567603329734
18,123.47,135.1925,3093,I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,Ses03M_impro05b_M017,videos_indirect/indirect_18_Ses03M_impro05b_left.mp4,1.1856391649600142,-1.031948084208889,-0.5750880681783536,0.2739563448011715,-0.3874521735891417,-0.3959950202402207,-0.2618152961477214,0.2117419136171085
19,56.8791,64.6421,2003,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,Ses02M_impro01_M009,videos_indirect/indirect_19_Ses02M_impro01_left.mp4,0.2675127438629194,1.391434133821807,1.0518488591977988,1.4041990345516566,1.0904269418359964,0.7125521911450263,0.926479021006265,1.2775851451434437
20,117.35,121.3,1056,"Totally, yeah.",Ses01M_impro06_F013,videos_indirect/indirect_20_Ses01M_impro06_right.mp4,-0.4875303569950202,-1.5532471475995258,-1.095043585120738,-1.1977051503203335,-1.246560539603175,-1.258076648800515,-1.187947919937379,-1.214614109973822
21,234.1991,239.0485,3054,I'm sure he loved you too. He just didn't know it.,Ses03F_impro06_M016,videos_indirect/indirect_21_Ses03F_impro06_right.mp4,-0.3680261190075826,-1.254972812025649,-1.4184781124335937,-1.0302591299250998,-1.126020371717551,-1.0031350179138672,-0.9258056561267703,-0.9013109406622902
22,77.85,81.6,5027,"so beautiful, full moon.",Ses05F_impro03_F018,videos_indirect/indirect_22_Ses05F_impro03_left.mp4,-0.1731668813947327,-0.5815923000989757,-0.0187557633505178,-0.5081618402726619,-0.1466736670049089,0.2604659782766048,-0.3838683056616963,0.3467125682865564
23,183.07,185.83,2026,"Oh, that's awesome.",Ses02M_impro03_F027,videos_indirect/indirect_23_Ses02M_impro03_right.mp4,0.0231388707516356,-0.5172367324643264,0.1345315854177173,-0.4407002717193299,-0.3608723892717156,0.5772194938693359,-0.5824188547582341,0.246042520685506
24,2.6431,6.053,2023,"Oh, you're never going to believe it.",Ses02M_impro03_M000,videos_indirect/indirect_24_Ses02M_impro03_left.mp4,0.1337563051100072,-0.4038439474290916,0.3308639070935346,0.1848653981228772,0.1616201945338294,0.5502671958821699,0.3768639205489261,0.1614479641285022
25,123.81,125.85,4064,That's awesome.,Ses04F_impro07_M028,videos_indirect/indirect_25_Ses04F_impro07_right.mp4,0.208959152209044,-0.3906470154612615,-0.5674974610794299,-0.138758723407865,-0.487485339754334,-0.2385318897127188,0.5580067197200765,0.0590075678051166
26,76.72,81.56,5076,"It goes- It goes, like, through doorways.  But it goes a long distance.",Ses05M_impro08_F009,videos_indirect/indirect_26_Ses05M_impro08_right.mp4,-0.4334923668936606,-0.5829903456573277,-1.2212240946051336,-1.0456991878299209,-1.2146450315585768,-1.091981631131819,-0.8994430808772249,-0.7597870848784395
27,96.095,106.5767,3026,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",Ses03M_impro03_F016,videos_indirect/indirect_27_Ses03M_impro03_right.mp4,1.0998868781370916,-0.1397010141095845,0.3578560727023517,-0.0384508911165151,0.463751435989266,0.4371365355658021,1.0191620609565546,0.8030130393689764
28,137.19,142.41,5014,"Your Your mom, you want me to move in with your mom?",Ses05F_impro02_M019,videos_indirect/indirect_28_Ses05F_impro02_right.mp4,0.635255460537476,-0.0805714113089852,0.7406921306369658,0.4130794055846759,0.7063179852534062,1.0109139715232645,0.7520974818428213,0.8684851714535623
29,124.73,135.79,4076,And I did everything they said.  And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even,Ses04M_impro08_F015,videos_indirect/indirect_29_Ses04M_impro08_right.mp4,1.0866971534704692,0.5095139761937468,0.8916418290238303,1.5432440162867178,1.2771650476173717,0.410789332463059,1.0603908730289775,1.385077594404584
30,182.7845,185.5723,2076,"Yes, absolutely.",Ses02M_impro08_F022,videos_indirect/indirect_30_Ses02M_impro08_right.mp4,-0.0714376467872025,-0.8204415012350919,-0.7867629036448749,-0.7856687177064808,-0.5625586158547061,-0.1419247568800686,-0.0863103708407375,-0.4797607647224002
31,90.31,92.57,5077,Okay.,Ses05F_impro08_F012,videos_indirect/indirect_31_Ses05F_impro08_left.mp4,-1.261879267554897,-0.6022355562608659,-1.3317824347848648,-1.0841539375025222,-1.227994071278385,-1.4059637985817277,-1.0315157578434948,-0.944569550249317
32,177.1025,179.59,1047,What's your name?,Ses01F_impro05_F026,videos_indirect/indirect_32_Ses01F_impro05_left.mp4,-0.7633394777199493,-0.3525352685232008,-0.4674706360286504,-0.0150608866175959,-0.543735776895326,-0.1969794712537455,-0.0717030842145173,-0.2921327045766775
33,74.88,79.78,5043,"How can you lose my luggage like from like, in --",Ses05M_impro05_M013,videos_indirect/indirect_33_Ses05M_impro05_left.mp4,0.5728272245437872,-0.0410468960833917,0.1849748939760389,0.6209392842107699,0.4176025983195689,0.1605069913866966,0.4448535472464553,0.4857060480659082
34,20.512,22.892,4046,I thought you lost your luggage.,Ses04M_impro05_F005,videos_indirect/indirect_34_Ses04M_impro05_right.mp4,-0.7177752154202126,-0.6109701633156625,-0.4352691027770955,-0.4907377820453603,-0.068708783775947,-0.2802269424356316,-0.0363093847195135,-0.4141806526100765
35,275.84,283.0,5037,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",Ses05F_impro04_F025,videos_indirect/indirect_35_Ses05F_impro04_left.mp4,0.8339553595788437,0.7948043259881461,0.2643386669784718,1.074127164684874,0.7904025734269144,0.5895477844479152,0.8098488660444383,1.1613451364844667
36,77.37,81.48,5003,Do you know how long it's gonna take me to start all over and fill out the new form?,Ses05M_impro01_M011,videos_indirect/indirect_36_Ses05M_impro01_left.mp4,0.772235334502283,-0.0897842910250504,-0.4192850258669784,0.6013995546835,1.0214274960941625,0.0572627320410545,0.565139950290222,1.009461377340576
37,74.53,76.98,1044,"No, no.",Ses01F_impro05_M014,videos_indirect/indirect_37_Ses01F_impro05_right.mp4,0.0331275951686945,0.0911968173710203,-0.4688017513941938,-0.2916472422373055,-0.5050633821682927,-0.6404630463856327,-0.1237427421561814,-0.3250267311979623
38,13.785,25.5825,3026,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,Ses03M_impro03_F002,videos_indirect/indirect_38_Ses03M_impro03_right.mp4,1.0972355339563005,1.1269492800503558,1.345881576218838,0.7561918797458689,1.360007873675109,1.18002927987579,1.3466227957532375,1.2450145979665377
39,154.04,158.64,4007,I don't need to be.  I need to go and do other things with my time.  Okay.,Ses04F_impro01_F021,videos_indirect/indirect_39_Ses04F_impro01_left.mp4,-0.1066166713171541,1.164381765090083,0.7484735993470817,1.1279157848474066,1.413599374397965,1.3803584469251309,1.5918302638562858,1.5262569090182423
40,50.98,57.3564,4056,"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",Ses04M_impro06_F004,videos_indirect/indirect_40_Ses04M_impro06_right.mp4,-0.1799175952977031,-1.101633234381197,-0.4796862021239759,-0.8293321135571221,-0.2349279053115753,-0.3927468183909542,-0.6769517895277719,-0.6517009781293798
41,53.2075,56.74,1046,Four...Four hours ago.,Ses01M_impro05_F013,videos_indirect/indirect_41_Ses01M_impro05_right.mp4,-0.5719557228795755,-0.4496789044655441,-0.718100439355579,-0.6301633779198067,-0.7470159126010439,-0.7771063377926223,-0.3291842015481324,-0.2204857757202691
42,30.96,33.095,3017,oh.,Ses03F_impro02_F005,videos_indirect/indirect_42_Ses03F_impro02_left.mp4,-1.0881590499784648,-1.5278164392833529,-0.4863989200655483,-1.3237684731031412,-0.4687211850383577,-0.1071293114920803,-1.394312844018596,-0.556216203329842
43,179.04,183.15,2047,But fifty dollars isn't going to get me anything.,Ses02F_impro05_F014,videos_indirect/indirect_43_Ses02F_impro05_left.mp4,0.290935901008082,0.7015621557739649,0.6996795476934243,0.5343234946137378,0.9984206825165668,0.6771368890887818,1.4208805278375023,1.0734639249577076
44,183.97,187.8903,4057,Thank you for being here.,Ses04F_impro06_F007,videos_indirect/indirect_44_Ses04F_impro06_left.mp4,-0.4044572209355524,-1.2123163675339246,0.202727206584062,-0.654562926372344,-0.6947885625395436,-0.3109691331535605,-0.2223167662889106,0.2764173164349792
45,385.89,388.77,5044,You have a wonderful day.,Ses05F_impro05_M053,videos_indirect/indirect_45_Ses05F_impro05_right.mp4,-0.6005473983902624,-0.7630603149745437,-0.3857832293654769,-0.8166450904870188,-0.3335899745181182,-1.030457330789151,-0.7880469031358286,-0.450047427382622
46,136.19,143.74,5003,"Well, then you're just gonna look stupid because I'm just waiting for an I.D. and you're gonna make security take me out because I want my I.D.",Ses05M_impro01_M019,videos_indirect/indirect_46_Ses05M_impro01_left.mp4,1.1350064123265056,1.0402365355431469,0.2655621555131947,1.1177429759846775,1.07446884946703,0.8907248898478475,1.5098886700986975,1.3328081786993191
47,32.63,39.36,5063,"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",Ses05M_impro07_M010,videos_indirect/indirect_47_Ses05M_impro07_left.mp4,0.776881461374997,0.341842262237835,0.7380908365042379,0.2922739296547654,0.3940372509685687,0.7681458821184275,0.436438056099541,0.8554128843166995
48,189.6909,192.6616,3067,"[LAUGHTER]. Oh, Joe, I'm so happy.",Ses03F_impro07_F035,videos_indirect/indirect_48_Ses03F_impro07_left.mp4,1.3653810847924484,0.960804592897158,0.9847884903974318,1.2064640641502955,0.9243724059093076,0.5350797072611617,1.697528761605528,1.4957119457315515
49,118.01,120.27,5076,"Yeah, I see that.",Ses05M_impro08_F014,videos_indirect/indirect_49_Ses05M_impro08_right.mp4,-0.7971254334409746,-0.9769389410496482,-1.2695389322889736,-0.8283041462702364,-1.0038594177964475,-1.1562548339258905,-0.9055333811897396,-0.9265041506777882
50,105.64,108.83,5026,so cute.,Ses05M_impro03_F008,videos_indirect/indirect_50_Ses05M_impro03_right.mp4,-0.7180590356860264,0.7434410891997553,0.3362828331856324,0.493633788042753,0.5047991592608628,0.593670398433127,0.8502816371992992,0.7936682890415128
51,27.895,31.7117,1004,This form is a Z.X.four.,Ses01F_impro01_M004,videos_indirect/indirect_51_Ses01F_impro01_right.mp4,-1.1146868780504977,0.6895248250532932,0.5126437446257811,0.8682211826690694,1.014617683999187,0.6804708864127258,1.0584463864043177,0.969901718899052
52,43.0407,46.8725,3064,You got in? Wow.,Ses03F_impro07_M010,videos_indirect/indirect_52_Ses03F_impro07_right.mp4,0.3773944839240106,0.7992448889784272,0.4109513323540654,0.5342800205431151,0.6103791726467931,0.4870748452471523,1.128024778347287,0.6234613433565712
53,232.52,235.63,1056,Yeah.,Ses01M_impro06_F027,videos_indirect/indirect_53_Ses01M_impro06_right.mp4,-0.6942392175324769,-1.3406249471361364,-1.5095351170832008,-1.5925787962240283,-1.416882356044892,-1.6872385030030532,-1.4509656724503084,-1.1873184369919052
54,158.45,161.85,1034,"To save the environment, carpool.",Ses01F_impro04_M026,videos_indirect/indirect_54_Ses01F_impro04_right.mp4,-0.2517263863330855,-0.5512966671902124,-1.1518488518266377,-0.6659830150847796,-0.7578221447533343,-1.0177140159854894,-0.572826072843384,-0.5496180500039809
55,101.33,106.57,5026,"Oh, my God.  That's so dramatic.",Ses05M_impro03_F007,videos_indirect/indirect_55_Ses05M_impro03_right.mp4,0.1654546651774596,0.9349106222342844,0.8874118646230936,1.3691568245926575,1.2346654839804176,0.8705123669644184,0.8698861893562161,0.650022056636591
56,78.92,84.01,3083,What am I going to do tomorrow without the urn?,Ses03M_impro05a_M015,videos_indirect/indirect_56_Ses03M_impro05a_left.mp4,0.0935901511084179,1.2374047962499026,1.5165666403898934,1.3698455917517325,1.453265137048615,1.234137461467891,1.7146328376954192,1.5059387699513749
57,40.35,46.1,4064,I know but you should get like a taser or something.  I mean walking around the campus at night-,Ses04F_impro07_M009,videos_indirect/indirect_57_Ses04F_impro07_right.mp4,-0.155195089520434,-0.3024984430482399,-0.3590003195014125,-0.304464363498891,-0.3489445316604554,-0.4251499494621027,-0.2448724735782218,-0.2238858794422961
58,174.77,178.93,1037,Who do you think you are?,Ses01F_impro04_F029,videos_indirect/indirect_58_Ses01F_impro04_left.mp4,0.9411842124935794,0.3663720082809768,0.7541007537365338,0.7919971433811778,0.7511252398529238,0.214268636286522,1.1310274585680706,0.7728434482754469
59,142.265,146.53,3033,And plus my car is breaking down-,Ses03M_impro04_M017,videos_indirect/indirect_59_Ses03M_impro04_left.mp4,0.5614338585477903,-0.881389197756386,-0.4513585559667707,-0.4867541574550934,-0.5917859622561601,-0.2389505249909501,-0.2913616577520413,-0.2904264962059073
60,78.2,86.48,4003,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,Ses04M_impro01_M010,videos_indirect/indirect_60_Ses04M_impro01_left.mp4,0.5761891960814349,-0.0559363636834775,-0.2635661689764663,0.5773581394180141,0.366790842045439,0.3546988552842093,0.6974242228112778,0.7464315192450515
61,179.8892,182.8015,2067,That's going to be a lot of work.,Ses02F_impro07_F032,videos_indirect/indirect_61_Ses02F_impro07_left.mp4,-0.4813861544528013,-0.3274266931429963,0.0247062931273774,-0.2694969774510191,-0.2281375012847044,-0.0584512550955802,-0.3899458558697026,-0.0105159150690359
62,87.7236,91.6829,3054,yeah.,Ses03F_impro06_M003,videos_indirect/indirect_62_Ses03F_impro06_right.mp4,-1.186598215092762,-1.7084523939326972,-0.9581323109209914,-1.684054190094551,-1.6205033447281396,-1.5226055168170416,-1.675238983126455,-1.3412557342250104
63,165.08,172.79,5057,something happens and they die and it's like-,Ses05F_impro06_F022,videos_indirect/indirect_63_Ses05F_impro06_left.mp4,-0.0880833379856695,-1.3333391238022554,-0.7889687682934605,-0.5190511278605179,-0.6888149672078226,-0.3084005244873206,-0.7208281570330397,-0.3302290907170725
64,145.27,149.29,5003,I filled out the wrong form because they made me fill out the wrong form!,Ses05M_impro01_M021,videos_indirect/indirect_64_Ses05M_impro01_left.mp4,1.416174256388447,1.3242947839724402,0.698261593867774,1.1553581971132192,1.059161746585105,0.999997586386699,1.317127328244748,1.282332030332597
65,162.28,168.2,4066,Wow. I- I was looking at U.C.L.A.,Ses04M_impro07_F021,videos_indirect/indirect_65_Ses04M_impro07_right.mp4,0.0866635613285603,-0.5020141902301367,0.3405173395939692,-0.2778036979790238,0.4955892364125481,0.303573537281002,0.2675382295599747,0.6658184631780283
66,163.23,166.36,1053,Yeah.,Ses01M_impro06_M021,videos_indirect/indirect_66_Ses01M_impro06_left.mp4,-1.4668188305036267,-1.140560284718148,-1.0145567845865946,-1.337682414178483,-1.1264964346020487,-1.083130982127451,-1.4039882968353097,-1.4541072549812395
67,34.82,38.6932,2043,"For some reason, so you think it won't show up?",Ses02M_impro05_M004,videos_indirect/indirect_67_Ses02M_impro05_left.mp4,-0.3282998292399978,-0.1078514177116653,-0.230188680812729,-0.2117907767633252,-0.4128396764781863,-0.1189095709519582,0.5585582860159037,0.1445156423365845
68,31.26,35.86,1053,[BREATHING] Umm.,Ses01M_impro06_M003,videos_indirect/indirect_68_Ses01M_impro06_left.mp4,-0.7946623460945483,-1.5194032769377666,-1.6074273922464828,-1.0434910254623988,-1.4644526083905842,-1.510321795395837,-0.9875361299590826,-1.4073205129691375
69,73.87,76.43,5076,yeah.,Ses05M_impro08_F008,videos_indirect/indirect_69_Ses05M_impro08_right.mp4,-0.9888299526260332,-0.8167558863736255,-1.275177538726625,-0.9313826599415398,-1.5340906021419762,-1.2005027618923363,-0.8838340485837426,-1.2364505210660708
70,52.995,55.495,1016,[BREATHING],Ses01M_impro02_F006,videos_indirect/indirect_70_Ses01M_impro02_right.mp4,-1.0896407144784197,-0.868014581390425,-1.1693030242546043,-1.1128151080288695,-1.4129983818408165,-0.9650192792104252,-0.296368917404453,-0.2304332977355722
71,44.19,49.71,3116,Well my phone isn't working and it hasn't been working for the last five days.,Ses03M_impro08b_F004,videos_indirect/indirect_71_Ses03M_impro08b_right.mp4,0.1621547331144353,0.7323894782626122,0.8674244684590794,1.017032336023422,1.1033734424347006,1.189256926031256,1.38034946792889,1.4065426575575164
72,148.0507,156.8682,2017,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",Ses02F_impro02_F010,videos_indirect/indirect_72_Ses02F_impro02_left.mp4,0.3332841750155357,0.0648295135225306,-0.4753947652545356,0.4354481157650322,0.2403196641812518,0.272667166856831,0.7908729688785814,0.8017474149332531
73,148.2694,150.6409,2064,Oh man.,Ses02F_impro07_M023,videos_indirect/indirect_73_Ses02F_impro07_right.mp4,-0.374898974089895,-1.0911375831877612,-0.5044938617624535,-0.8788982482950786,-0.3726144577769119,-0.6259159073196465,-0.8725924100497948,-0.1455029865927013
74,96.0029,98.46,1053,What?,Ses01M_impro06_M012,videos_indirect/indirect_74_Ses01M_impro06_left.mp4,-0.4040200341881276,-1.519539626924174,-0.7887477163113967,-1.1275251068153858,-1.4214620894222174,-0.740014902652706,-1.1014089798822435,-1.5447335606863448
75,27.89,33.61,5013,"You think they'd listen to me?  No.  Of course, I told them that.",Ses05M_impro02_M003,videos_indirect/indirect_75_Ses05M_impro02_left.mp4,0.5369193618776704,-0.3994961982621692,-0.8543210534032781,0.3467772918573379,0.2864463240567413,-0.0439375620547767,0.5319505486648007,0.239289748409445
76,16.775,20.05,2067,I got into U.S.C.,Ses02F_impro07_F001,videos_indirect/indirect_76_Ses02F_impro07_left.mp4,0.9674114140670732,0.8320593465026827,0.976356396786998,0.7176802944164904,1.030827329310686,0.8812704774078522,1.031319238031997,1.0211006222517025
77,41.2208,50.3355,2077,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",Ses02F_impro08_F005,videos_indirect/indirect_77_Ses02F_impro08_left.mp4,-0.3854889066978072,0.6516141194959026,-0.1207354756057896,-0.0908225896904038,0.1039753652784675,-0.162347685863452,0.6232247555404907,0.336562857057359
78,15.16,21.05,4004,"Uh, lets- What do you need exactly?",Ses04F_impro01_M000,videos_indirect/indirect_78_Ses04F_impro01_right.mp4,-0.4541389903377335,0.1222396485118674,-0.7664067665248584,-0.2618903488638053,-0.3239257844338695,-0.4880563944349154,-0.3214774048962608,-0.3543262257153962
79,207.0653,211.5588,2024,"Oh, I approve. I-[LAUGHTER]-I more than approve.",Ses02F_impro03_M022,videos_indirect/indirect_79_Ses02F_impro03_right.mp4,0.7525370595419916,0.2577420922664767,-0.2495109388987848,-0.0719512449688479,0.314206184001877,0.0992599892756026,0.141281615934404,0.3811624723226728
80,214.22,219.555,3017,"and if we survive, if we survive that then babe, you know you know we could survive any--",Ses03F_impro02_F031,videos_indirect/indirect_80_Ses03F_impro02_left.mp4,0.0735130994982077,0.2291914040806367,0.4559441347141397,0.2598414884694002,0.870213707335485,0.9504850670729346,0.2249821977411417,0.7606767143072304
81,81.3154,84.9101,3064,"Yeah, we're going to celebrate.",Ses03F_impro07_M015,videos_indirect/indirect_81_Ses03F_impro07_right.mp4,0.3715464821853,0.1126335131827778,0.1492921611883648,0.634364037434476,0.0678502965347262,0.0819777182150226,1.1347609196471913,0.4789346021922876
82,20.1584,23.79,2024,"Oh, no way.",Ses02F_impro03_M003,videos_indirect/indirect_82_Ses02F_impro03_right.mp4,0.3101121056195947,0.6707077436205466,0.7195923990324095,0.7383011689377204,0.8494770267176555,0.6627875193760082,0.4950830027022155,0.5282728563510484
83,115.22,120.65,2047,Haven't you ever lost baggage?  I mean isn't there anything else you do?,Ses02F_impro05_F009,videos_indirect/indirect_83_Ses02F_impro05_left.mp4,0.6630338852864927,1.0980653663892814,0.8558882582681993,0.663120853840554,0.8806624632685711,0.9804082331835298,1.5375746326675372,1.5539470297414626
84,63.155,71.95,3023,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",Ses03M_impro03_M010,videos_indirect/indirect_84_Ses03M_impro03_left.mp4,0.8558505819879747,0.5418445296053291,0.8595961575306506,0.8327374548235953,1.30466993593895,0.8915921093250241,0.8458230308265211,0.7388817893532448
85,66.777,70.62,1056,You've been taking care of it all?,Ses01M_impro06_F004,videos_indirect/indirect_85_Ses01M_impro06_right.mp4,-0.3380050922398945,-0.9174918847579274,-0.6001490476442835,-0.8304683593207034,-1.0495446153302466,-0.9928937251979552,-0.9339728793229154,-0.8830309092699629
86,36.0449,40.3074,3064,"Oh, wow. You got in?",Ses03F_impro07_M007,videos_indirect/indirect_86_Ses03F_impro07_right.mp4,0.1949514967926398,0.2844457376435583,0.9409829767671756,0.342572920116087,0.7244488862798532,0.677701386416726,1.1444396856311645,1.416647006756098
87,73.37,76.0375,1047,Is this a joke?,Ses01F_impro05_F011,videos_indirect/indirect_87_Ses01F_impro05_left.mp4,0.6090027508097573,0.403251906463359,-0.0585188760869568,0.5239610900983509,0.3998391142119038,0.023023876188059,0.6286116934163715,0.4244805951202263
88,24.125,28.9002,3006,"Sir, you completely filled this out wrong.",Ses03M_impro01_F002,videos_indirect/indirect_88_Ses03M_impro01_right.mp4,-0.4768710350275657,0.0299415506516008,0.4311623883621178,0.2535961327994718,0.4172497285451456,0.0392820176441842,0.5878618556082595,0.4751409442545667
89,143.78,146.36,3077,is what's going to happen.,Ses03F_impro08_F025,videos_indirect/indirect_89_Ses03F_impro08_left.mp4,-0.4752930509784838,-1.372020283152263,-1.024023561464447,-1.2446584920539017,-0.7198802114791423,-0.5263254301186988,-0.8888453050919042,-0.6960387474655184
90,202.01,204.35,1053,Umm...,Ses01M_impro06_M025,videos_indirect/indirect_90_Ses01M_impro06_left.mp4,-1.2319778498261278,-1.473260141253259,-1.3393518919820726,-1.2787784042557735,-1.3869882857038591,-0.9874183123852656,-1.3916526261056292,-1.4458771382391
