,meta_begin,meta_end,meta_id,Y,utterance,file,video,T,A,V,TA,VA,TV,TAF,TAV
13,21.7,25.56,1046,2.5,I've been college educated.,Ses01M_impro05_F005,videos_indirect/indirect_13_Ses01M_impro05_right.mp4,-0.48753035699502023,-1.5532471475995258,-1.095043585120738,-1.1977051503203335,-1.246560539603175,-1.258076648800515,-1.187947919937379,-1.2146141099738221
14,104.47,108.28,1034,3.0,"No.  But it has an outline, you know.",Ses01F_impro04_M017,videos_indirect/indirect_14_Ses01F_impro04_right.mp4,-1.2319778498261278,-1.473260141253259,-1.3393518919820726,-1.2787784042557737,-1.3869882857038593,-0.9874183123852657,-1.3916526261056292,-1.4458771382391
15,279.04,281.41,4027,4.5,[laughter],Ses04F_impro03_F052,videos_indirect/indirect_15_Ses04F_impro03_left.mp4,0.2010358747877404,0.7188987029942461,0.14999775041435004,0.7865523342006572,0.5950048402605745,0.8465089906680648,1.1277671942678906,0.8590074853530314
16,160.01,170.68,4047,1.5,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,Ses04F_impro05_F015,videos_indirect/indirect_16_Ses04F_impro05_left.mp4,0.6142125716896205,-0.07522495518734303,-0.570241068562294,0.36906486607552313,0.1409774959607214,-0.31464581257435437,0.18298399550327743,0.29713580060281936
17,232.6138,239.78,5047,2.0,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,Ses05F_impro05_F026,videos_indirect/indirect_17_Ses05F_impro05_left.mp4,-0.43349236689366066,-0.5829903456573277,-1.2212240946051336,-1.0456991878299207,-1.2146450315585768,-1.091981631131819,-0.8994430808772249,-0.7597870848784395
18,123.47,135.1925,3093,2.0,I need you to help me out here.  Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,Ses03M_impro05b_M017,videos_indirect/indirect_18_Ses03M_impro05b_left.mp4,0.37154648218530006,0.1126335131827778,0.1492921611883648,0.634364037434476,0.0678502965347262,0.08197771821502264,1.1347609196471913,0.4789346021922876
19,56.8791,64.6421,2003,1.5,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,Ses02M_impro01_M009,videos_indirect/indirect_19_Ses02M_impro01_left.mp4,-0.32829982923999784,-0.10785141771166534,-0.23018868081272909,-0.2117907767633252,-0.4128396764781863,-0.11890957095195823,0.5585582860159037,0.14451564233658457
20,117.35,121.3,1056,2.5,"Totally, yeah.",Ses01M_impro06_F013,videos_indirect/indirect_20_Ses01M_impro06_right.mp4,-0.5255913634392705,-1.1181888025680498,-1.206854297187613,-0.847654241107518,-0.7919135030835031,-0.7118737828221189,-0.371887692968784,-0.5241802884080056
21,234.1991,239.0485,3054,2.5,I'm sure he loved you too. He just didn't know it.,Ses03F_impro06_M016,videos_indirect/indirect_21_Ses03F_impro06_right.mp4,1.0972355339563005,1.1269492800503558,1.3458815762188379,0.7561918797458689,1.360007873675109,1.1800292798757899,1.3466227957532375,1.2450145979665375
22,77.85,81.6,5027,4.0,"so beautiful, full moon.",Ses05F_impro03_F018,videos_indirect/indirect_22_Ses05F_impro03_left.mp4,1.416174256388447,1.3242947839724402,0.698261593867774,1.1553581971132192,1.0591617465851053,0.999997586386699,1.317127328244748,1.2823320303325967
23,183.07,185.83,2026,4.0,"Oh, that's awesome.",Ses02M_impro03_F027,videos_indirect/indirect_23_Ses02M_impro03_right.mp4,-0.3676167099382822,0.08346189191995466,-0.1092384741864143,0.587999997800202,0.7185752753313859,0.5952025700941355,-0.19377018354580156,1.1583101495508448
24,2.6431,6.053,2023,4.0,"Oh, you're never going to believe it.",Ses02M_impro03_M000,videos_indirect/indirect_24_Ses02M_impro03_left.mp4,-0.5034848504787495,-0.3267818387730784,0.20966569657830203,-0.5317842233939561,0.03561251443332971,-0.034405617616810436,0.09856925910792616,-0.1254959582590913
25,123.81,125.85,4064,4.0,That's awesome.,Ses04F_impro07_M028,videos_indirect/indirect_25_Ses04F_impro07_right.mp4,-0.4541389903377335,0.12223964851186743,-0.7664067665248584,-0.2618903488638053,-0.32392578443386955,-0.48805639443491544,-0.3214774048962608,-0.35432622571539624
26,76.72,81.56,5076,3.0,"It goes- It goes, like, through doorways.  But it goes a long distance.",Ses05M_impro08_F009,videos_indirect/indirect_26_Ses05M_impro08_right.mp4,0.6246461747568787,0.7673438127091327,0.7269500823796151,1.3971430492484627,1.0828720605570403,0.6438081294606101,1.0789302754021697,0.8884567603329734
27,96.095,106.5767,3026,2.5,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",Ses03M_impro03_F016,videos_indirect/indirect_27_Ses03M_impro03_right.mp4,-1.0881590499784648,-1.5278164392833529,-0.4863989200655483,-1.3237684731031412,-0.46872118503835775,-0.10712931149208038,-1.394312844018596,-0.556216203329842
28,137.19,142.41,5014,1.5,"Your Your mom, you want me to move in with your mom?",Ses05F_impro02_M019,videos_indirect/indirect_28_Ses05F_impro02_right.mp4,0.5369193618776704,-0.39949619826216926,-0.8543210534032781,0.34677729185733797,0.2864463240567413,-0.04393756205477675,0.5319505486648007,0.239289748409445
29,124.73,135.79,4076,1.0,And I did everything they said.  And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even,Ses04M_impro08_F015,videos_indirect/indirect_29_Ses04M_impro08_right.mp4,-0.7177752154202126,-0.6109701633156625,-0.4352691027770955,-0.4907377820453603,-0.06870878377594704,-0.2802269424356316,-0.03630938471951352,-0.4141806526100765
30,182.7845,185.5723,2076,3.3333,"Yes, absolutely.",Ses02M_impro08_F022,videos_indirect/indirect_30_Ses02M_impro08_right.mp4,-0.006994464625914909,-0.2977013269109625,-0.4758154182454586,0.5793658855051886,0.34921137692906457,-0.37948939467009696,0.4907514923900774,0.48485539115145593
31,90.31,92.57,5077,3.0,Okay.,Ses05F_impro08_F012,videos_indirect/indirect_31_Ses05F_impro08_left.mp4,0.1654546651774596,0.9349106222342844,0.8874118646230936,1.3691568245926575,1.2346654839804176,0.8705123669644184,0.8698861893562161,0.650022056636591
32,177.1025,179.59,1047,2.0,What's your name?,Ses01F_impro05_F026,videos_indirect/indirect_32_Ses01F_impro05_left.mp4,-0.6942392175324769,-1.3406249471361364,-1.5095351170832008,-1.5925787962240285,-1.416882356044892,-1.6872385030030532,-1.4509656724503084,-1.1873184369919052
33,74.88,79.78,5043,2.0,"How can you lose my luggage like from like, in --",Ses05M_impro05_M013,videos_indirect/indirect_33_Ses05M_impro05_left.mp4,1.1350064123265056,1.0402365355431469,0.26556215551319473,1.1177429759846775,1.07446884946703,0.8907248898478475,1.5098886700986975,1.3328081786993193
34,20.512,22.892,4046,2.5,I thought you lost your luggage.,Ses04M_impro05_F005,videos_indirect/indirect_34_Ses04M_impro05_right.mp4,1.0866971534704692,0.5095139761937468,0.8916418290238303,1.5432440162867178,1.2771650476173717,0.41078933246305904,1.0603908730289775,1.3850775944045841
35,275.84,283.0,5037,1.5,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",Ses05F_impro04_F025,videos_indirect/indirect_35_Ses05F_impro04_left.mp4,-0.9888299526260331,-0.8167558863736255,-1.275177538726625,-0.9313826599415398,-1.5340906021419762,-1.2005027618923363,-0.8838340485837426,-1.2364505210660708
36,77.37,81.48,5003,2.0,Do you know how long it's gonna take me to start all over and fill out the new form?,Ses05M_impro01_M011,videos_indirect/indirect_36_Ses05M_impro01_left.mp4,-0.7971254334409746,-0.9769389410496482,-1.2695389322889736,-0.8283041462702364,-1.0038594177964475,-1.1562548339258905,-0.9055333811897395,-0.9265041506777882
37,74.53,76.98,1044,2.5,"No, no.",Ses01F_impro05_M014,videos_indirect/indirect_37_Ses01F_impro05_right.mp4,-0.2824673215809492,-1.1972559487725996,-1.3389159585695078,-1.2096484545961426,-1.0031382426807245,-1.093324397445765,-1.1910978912459718,-1.19458481853834
38,13.785,25.5825,3026,4.5,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,Ses03M_impro03_F002,videos_indirect/indirect_38_Ses03M_impro03_right.mp4,-0.3680261190075826,-1.254972812025649,-1.4184781124335935,-1.0302591299250998,-1.126020371717551,-1.0031350179138672,-0.9258056561267705,-0.9013109406622902
39,154.04,158.64,4007,1.5,I don't need to be.  I need to go and do other things with my time.  Okay.,Ses04F_impro01_F021,videos_indirect/indirect_39_Ses04F_impro01_left.mp4,0.08417017336385132,-0.23217571521183006,-0.13607013969856815,-0.28699516861071206,-0.36212965067503733,-0.017084255740484916,-0.07983281681185575,0.05004193282157238
40,50.98,57.3564,4056,3.0,"But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --",Ses04M_impro06_F004,videos_indirect/indirect_40_Ses04M_impro06_right.mp4,0.9953687147696001,-0.09975424454539973,-0.6503925868078618,-0.0661900878390164,0.007716697391199595,-0.07625036459242165,0.19760965769736694,0.013715982255713341
41,53.2075,56.74,1046,3.0,Four...Four hours ago.,Ses01M_impro05_F013,videos_indirect/indirect_41_Ses01M_impro05_right.mp4,0.9411842124935794,0.3663720082809768,0.7541007537365338,0.7919971433811778,0.7511252398529238,0.21426863628652207,1.1310274585680706,0.7728434482754469
42,30.96,33.095,3017,4.0,oh.,Ses03F_impro02_F005,videos_indirect/indirect_42_Ses03F_impro02_left.mp4,1.0998868781370916,-0.13970101410958452,0.3578560727023517,-0.03845089111651517,0.46375143598926605,0.4371365355658021,1.0191620609565546,0.8030130393689764
43,179.04,183.15,2047,1.5,But fifty dollars isn't going to get me anything.,Ses02F_impro05_F014,videos_indirect/indirect_43_Ses02F_impro05_left.mp4,-0.40627942248681304,-0.7330269979517272,-0.44531786262891737,-0.7721166604940805,-0.3318636500955594,-0.13338264844195358,-0.7700351838102837,-0.2299488596880353
44,183.97,187.8903,4057,2.0,Thank you for being here.,Ses04F_impro06_F007,videos_indirect/indirect_44_Ses04F_impro06_left.mp4,-0.8660780078744093,0.46121165200432546,0.6155401066192512,0.20036907109948748,0.6663062791435043,0.5020045822388968,0.8385195955127533,1.0490210891002567
45,385.89,388.77,5044,4.0,You have a wonderful day.,Ses05F_impro05_M053,videos_indirect/indirect_45_Ses05F_impro05_right.mp4,0.776881461374997,0.341842262237835,0.7380908365042379,0.2922739296547654,0.3940372509685687,0.7681458821184275,0.43643805609954106,0.8554128843166995
46,136.19,143.74,5003,2.5,"Well, then you're just gonna look stupid because I'm just waiting for an I.D. and you're gonna make security take me out because I want my I.D.",Ses05M_impro01_M019,videos_indirect/indirect_46_Ses05M_impro01_left.mp4,0.5728272245437872,-0.04104689608339175,0.1849748939760389,0.6209392842107699,0.4176025983195689,0.1605069913866966,0.44485354724645537,0.4857060480659082
47,32.63,39.36,5063,4.5,"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",Ses05M_impro07_M010,videos_indirect/indirect_47_Ses05M_impro07_left.mp4,-0.6005473983902624,-0.7630603149745437,-0.38578322936547693,-0.8166450904870188,-0.3335899745181182,-1.030457330789151,-0.7880469031358286,-0.45004742738262205
48,189.6909,192.6616,3067,5.0,"[LAUGHTER]. Oh, Joe, I'm so happy.",Ses03F_impro07_F035,videos_indirect/indirect_48_Ses03F_impro07_left.mp4,-0.47529305097848384,-1.372020283152263,-1.024023561464447,-1.2446584920539017,-0.7198802114791423,-0.5263254301186988,-0.8888453050919042,-0.6960387474655184
49,118.01,120.27,5076,3.0,"Yeah, I see that.",Ses05M_impro08_F014,videos_indirect/indirect_49_Ses05M_impro08_right.mp4,0.772235334502283,-0.08978429102505045,-0.41928502586697847,0.6013995546835,1.0214274960941625,0.057262732041054504,0.565139950290222,1.009461377340576
50,105.64,108.83,5026,4.3333,so cute.,Ses05M_impro03_F008,videos_indirect/indirect_50_Ses05M_impro03_right.mp4,-0.2736715940346369,-0.4390906106000011,-0.9070652151909554,-0.29025203327208815,-0.1904195580973609,-0.5056245392339703,-0.031405745704419195,0.2060124963751364
51,27.895,31.7117,1004,2.0,This form is a Z.X.four.,Ses01F_impro01_M004,videos_indirect/indirect_51_Ses01F_impro01_right.mp4,0.2933825044917253,0.3484350466691002,0.6073359827286285,0.313172510389498,0.7339925949570016,0.6139014805100673,0.4779997090928643,0.5678702988673766
52,43.0407,46.8725,3064,4.0,You got in? Wow.,Ses03F_impro07_M010,videos_indirect/indirect_52_Ses03F_impro07_right.mp4,0.5614338585477903,-0.881389197756386,-0.45135855596677077,-0.48675415745509343,-0.5917859622561601,-0.23895052499095018,-0.29136165775204137,-0.2904264962059073
53,232.52,235.63,1056,3.0,Yeah.,Ses01M_impro06_F027,videos_indirect/indirect_53_Ses01M_impro06_right.mp4,-0.7633394777199493,-0.35253526852320083,-0.46747063602865047,-0.015060886617595963,-0.543735776895326,-0.19697947125374551,-0.07170308421451738,-0.2921327045766775
54,158.45,161.85,1034,3.5,"To save the environment, carpool.",Ses01F_impro04_M026,videos_indirect/indirect_54_Ses01F_impro04_right.mp4,-1.4668188305036267,-1.140560284718148,-1.0145567845865946,-1.337682414178483,-1.1264964346020487,-1.083130982127451,-1.4039882968353097,-1.4541072549812397
55,101.33,106.57,5026,4.6667,"Oh, my God.  That's so dramatic.",Ses05M_impro03_F007,videos_indirect/indirect_55_Ses05M_impro03_right.mp4,-1.2618792675548973,-0.6022355562608659,-1.3317824347848648,-1.0841539375025222,-1.227994071278385,-1.4059637985817275,-1.0315157578434948,-0.944569550249317
56,78.92,84.01,3083,1.5,What am I going to do tomorrow without the urn?,Ses03M_impro05a_M015,videos_indirect/indirect_56_Ses03M_impro05a_left.mp4,-0.4768710350275657,0.029941550651600875,0.4311623883621178,0.25359613279947185,0.41724972854514564,0.03928201764418424,0.5878618556082595,0.4751409442545667
57,40.35,46.1,4064,3.5,I know but you should get like a taser or something.  I mean walking around the campus at night-,Ses04F_impro07_M009,videos_indirect/indirect_57_Ses04F_impro07_right.mp4,0.34374516708536124,1.2540900726076145,0.7781882954211825,1.2349506347543462,1.0256132432556901,1.4454667130363985,1.2112760844189432,1.53964483226276
58,174.77,178.93,1037,1.5,Who do you think you are?,Ses01F_impro04_F029,videos_indirect/indirect_58_Ses01F_impro04_left.mp4,-0.5719557228795755,-0.44967890446554415,-0.718100439355579,-0.6301633779198067,-0.7470159126010439,-0.7771063377926223,-0.32918420154813244,-0.22048577572026912
59,142.265,146.53,3033,2.0,And plus my car is breaking down-,Ses03M_impro04_M017,videos_indirect/indirect_59_Ses03M_impro04_left.mp4,0.37739448392401065,0.7992448889784272,0.41095133235406545,0.5342800205431151,0.6103791726467931,0.4870748452471523,1.128024778347287,0.6234613433565712
60,78.2,86.48,4003,1.5,look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not,Ses04M_impro01_M010,videos_indirect/indirect_60_Ses04M_impro01_left.mp4,-0.14279207919309553,-1.0913297090916392,-1.0065913955245844,-0.6363868591333646,-0.9417626912942372,-0.7277118577406025,-0.7077675882318077,0.05742592770078542
61,179.8892,182.8015,2067,3.5,That's going to be a lot of work.,Ses02F_impro07_F032,videos_indirect/indirect_61_Ses02F_impro07_left.mp4,-0.38953233278966554,-0.4866018806867367,0.3163797349928671,-0.2907965118779438,-0.09040500666464332,0.16883474190176806,-0.2227643351881321,0.13177294201220824
62,87.7236,91.6829,3054,2.5,yeah.,Ses03F_impro06_M003,videos_indirect/indirect_62_Ses03F_impro06_right.mp4,0.8558505819879747,0.5418445296053291,0.8595961575306506,0.8327374548235953,1.30466993593895,0.8915921093250241,0.8458230308265211,0.7388817893532448
63,165.08,172.79,5057,2.0,something happens and they die and it's like-,Ses05F_impro06_F022,videos_indirect/indirect_63_Ses05F_impro06_left.mp4,0.21357699036673292,-0.3534433998334904,-0.24673599224896844,-0.5615129966045328,-0.0005777220904292849,-0.4698014729789497,-0.4202612191525549,-0.14124106683435747
64,145.27,149.29,5003,1.5,I filled out the wrong form because they made me fill out the wrong form!,Ses05M_impro01_M021,videos_indirect/indirect_64_Ses05M_impro01_left.mp4,-0.17316688139473274,-0.5815923000989757,-0.018755763350517804,-0.5081618402726619,-0.14667366700490897,0.26046597827660484,-0.3838683056616963,0.34671256828655644
65,162.28,168.2,4066,4.0,Wow. I- I was looking at U.C.L.A.,Ses04M_impro07_F021,videos_indirect/indirect_65_Ses04M_impro07_right.mp4,0.6230715302211648,-0.3949966897995777,-1.2381556823414184,-0.4242948608705531,-0.4826073874216279,-0.21184542057387964,0.06286665184655599,-0.270688329484841
66,163.23,166.36,1053,2.0,Yeah.,Ses01M_impro06_M021,videos_indirect/indirect_66_Ses01M_impro06_left.mp4,-0.2517263863330855,-0.5512966671902124,-1.1518488518266377,-0.6659830150847796,-0.7578221447533343,-1.0177140159854894,-0.572826072843384,-0.5496180500039809
67,34.82,38.6932,2043,2.5,"For some reason, so you think it won't show up?",Ses02M_impro05_M004,videos_indirect/indirect_67_Ses02M_impro05_left.mp4,0.26751274386291946,1.391434133821807,1.0518488591977988,1.4041990345516566,1.0904269418359964,0.7125521911450263,0.926479021006265,1.2775851451434435
68,31.26,35.86,1053,2.5,[BREATHING] Umm.,Ses01M_impro06_M003,videos_indirect/indirect_68_Ses01M_impro06_left.mp4,-0.33800509223989456,-0.9174918847579274,-0.6001490476442835,-0.8304683593207034,-1.0495446153302466,-0.9928937251979553,-0.9339728793229154,-0.8830309092699629
69,73.87,76.43,5076,3.0,yeah.,Ses05M_impro08_F008,videos_indirect/indirect_69_Ses05M_impro08_right.mp4,0.8339553595788437,0.7948043259881461,0.26433866697847186,1.074127164684874,0.7904025734269144,0.5895477844479152,0.8098488660444383,1.1613451364844667
70,52.995,55.495,1016,2.5,[BREATHING],Ses01M_impro02_F006,videos_indirect/indirect_70_Ses01M_impro02_right.mp4,-0.4040200341881276,-1.519539626924174,-0.7887477163113967,-1.1275251068153858,-1.4214620894222174,-0.740014902652706,-1.1014089798822435,-1.5447335606863448
71,44.19,49.71,3116,1.5,Well my phone isn't working and it hasn't been working for the last five days.,Ses03M_impro08b_F004,videos_indirect/indirect_71_Ses03M_impro08b_right.mp4,-0.39344336383211154,-1.1698653251088202,-1.146952388904039,-0.7138915253679681,-0.680404370363467,-0.8954678880007696,-0.7082789432887598,-0.45092682473829526
72,148.0507,156.8682,2017,2.0,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",Ses02F_impro02_F010,videos_indirect/indirect_72_Ses02F_impro02_left.mp4,0.3101121056195947,0.6707077436205466,0.7195923990324095,0.7383011689377204,0.8494770267176555,0.6627875193760082,0.4950830027022155,0.5282728563510484
73,148.2694,150.6409,2064,4.0,Oh man.,Ses02F_impro07_M023,videos_indirect/indirect_73_Ses02F_impro07_right.mp4,0.9674114140670731,0.8320593465026827,0.9763563967869979,0.7176802944164904,1.030827329310686,0.8812704774078522,1.0313192380319973,1.0211006222517025
74,96.0029,98.46,1053,3.0,What?,Ses01M_impro06_M012,videos_indirect/indirect_74_Ses01M_impro06_left.mp4,-1.0896407144784197,-0.868014581390425,-1.1693030242546043,-1.1128151080288697,-1.4129983818408165,-0.9650192792104251,-0.29636891740445304,-0.23043329773557228
75,27.89,33.61,5013,1.6667,"You think they'd listen to me?  No.  Of course, I told them that.",Ses05M_impro02_M003,videos_indirect/indirect_75_Ses05M_impro02_left.mp4,0.635255460537476,-0.08057141130898526,0.7406921306369658,0.41307940558467593,0.7063179852534062,1.0109139715232645,0.7520974818428213,0.8684851714535623
76,16.775,20.05,2067,5.0,I got into U.S.C.,Ses02F_impro07_F001,videos_indirect/indirect_76_Ses02F_impro07_left.mp4,-0.37489897408989503,-1.0911375831877612,-0.5044938617624535,-0.8788982482950786,-0.37261445777691193,-0.6259159073196465,-0.8725924100497948,-0.1455029865927013
77,41.2208,50.3355,2077,4.0,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",Ses02F_impro08_F005,videos_indirect/indirect_77_Ses02F_impro08_left.mp4,0.6630338852864927,1.0980653663892814,0.8558882582681993,0.663120853840554,0.8806624632685711,0.9804082331835298,1.5375746326675372,1.5539470297414626
78,15.16,21.05,4004,3.0,"Uh, lets- What do you need exactly?",Ses04F_impro01_M000,videos_indirect/indirect_78_Ses04F_impro01_right.mp4,0.20895915220904404,-0.39064701546126157,-0.5674974610794299,-0.13875872340786508,-0.48748533975433406,-0.23853188971271888,0.5580067197200765,0.05900756780511661
79,207.0653,211.5588,2024,4.0,"Oh, I approve. I-[LAUGHTER]-I more than approve.",Ses02F_impro03_M022,videos_indirect/indirect_79_Ses02F_impro03_right.mp4,-0.524991915802978,-0.5727765776775356,-1.0216427093699512,-0.8071049694611746,-0.7699583141391196,-0.6810776566091329,-0.29782992872357594,-0.9237020219752027
80,214.22,219.555,3017,3.5,"and if we survive, if we survive that then babe, you know you know we could survive any--",Ses03F_impro02_F031,videos_indirect/indirect_80_Ses03F_impro02_left.mp4,0.7096849384512945,-0.16415713215824446,0.013837700997043706,-0.18913156583179996,-0.22944334727378823,-0.2916288156552155,0.7256259575944762,0.33825093871721124
81,81.3154,84.9101,3064,4.5,"Yeah, we're going to celebrate.",Ses03F_impro07_M015,videos_indirect/indirect_81_Ses03F_impro07_right.mp4,1.1856391649600142,-1.031948084208889,-0.5750880681783536,0.2739563448011715,-0.38745217358914175,-0.3959950202402207,-0.2618152961477214,0.21174191361710853
82,20.1584,23.79,2024,4.5,"Oh, no way.",Ses02F_impro03_M003,videos_indirect/indirect_82_Ses02F_impro03_right.mp4,0.33328417501553576,0.0648295135225306,-0.4753947652545356,0.4354481157650322,0.24031966418125186,0.272667166856831,0.7908729688785814,0.8017474149332531
83,115.22,120.65,2047,1.5,Haven't you ever lost baggage?  I mean isn't there anything else you do?,Ses02F_impro05_F009,videos_indirect/indirect_83_Ses02F_impro05_left.mp4,-0.3854889066978072,0.6516141194959026,-0.1207354756057896,-0.0908225896904038,0.10397536527846754,-0.162347685863452,0.6232247555404907,0.33656285705735906
84,63.155,71.95,3023,4.5,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",Ses03M_impro03_M010,videos_indirect/indirect_84_Ses03M_impro03_left.mp4,-1.1865982150927619,-1.7084523939326972,-0.9581323109209914,-1.684054190094551,-1.6205033447281396,-1.5226055168170416,-1.675238983126455,-1.3412557342250104
85,66.777,70.62,1056,2.5,You've been taking care of it all?,Ses01M_impro06_F004,videos_indirect/indirect_85_Ses01M_impro06_right.mp4,-0.7946623460945483,-1.5194032769377666,-1.6074273922464828,-1.0434910254623988,-1.4644526083905842,-1.510321795395837,-0.9875361299590826,-1.4073205129691375
86,36.0449,40.3074,3064,4.5,"Oh, wow. You got in?",Ses03F_impro07_M007,videos_indirect/indirect_86_Ses03F_impro07_right.mp4,0.30276792100510475,0.3383966562677766,1.0289884381089884,-0.255987074089975,0.2799932249641591,0.9627466289079958,0.4068716664031157,0.8327362329194933
87,73.37,76.0375,1047,2.0,Is this a joke?,Ses01F_impro05_F011,videos_indirect/indirect_87_Ses01F_impro05_left.mp4,-0.6577573327721182,-0.06524555494469954,-0.3192439540352995,-0.36711119543641335,-0.333650851807472,-0.3936446004817904,-0.19629178844219525,0.14305702199134374
